Timestamp,Tengo,Trabajo en,Años de experiencia,Años en el puesto actual,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Tecnologías que utilizás,Tenés guardias ?,Cuánto te pagan por guardia (AR$),Salario bruto mensual (AR$),Cómo creés que está tu sueldo,Beneficios
11/26/2014 15:31:06,20 - 23,Ciudad Autónoma de Buenos Aires,1 - 3,1 - 2,Developer,,"Ruby, Scala",,"Sí, pasiva",,20000,4,"Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas, etc, Horarios flexibles"
11/26/2014 15:32:16,23 - 25,Ciudad Autónoma de Buenos Aires,5 - 7,1 - 2,Developer,,"CSS, HTML, jQuery, Python, Javascript",,No,,15000,4,"Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, Viajes, WFH (Trabajar desde casa)"
11/26/2014 15:34:53,33 - 35,Ciudad Autónoma de Buenos Aires,10+,6 - 10,SysAdmin,"Linux, Windows",,,"Sí, pasiva",3000,20000,2,"Capacitaciones y/o cursos, Ninguna de las anteriores"
11/26/2014 15:39:49,33 - 35,Buenos Aires,10+,2 - 4,DevOps,Linux,,,No,,120000,5,WFH (Trabajar desde casa)
11/26/2014 15:40:01,30 - 33,Ciudad Autónoma de Buenos Aires,7 - 10,4 -6,SysAdmin,HP-UX,,,"Sí, activa",5000,28000,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/26/2014 15:43:34,35 - 40,Buenos Aires,10+,4 -6,SysAdmin,"AIX, HP-UX, Linux, Solaris",,,No,,29990,1,Ninguna de las anteriores
11/26/2014 15:47:22,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,Menos de un año,Developer,,"Objective-C, Swift",,No,0,28000,4,"Capacitaciones y/o cursos, Clases de idiomas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, Stock options, Viajes, WFH (Trabajar desde casa)"
11/26/2014 15:48:40,23 - 25,Santa Fe,3 - 5,2 - 4,Developer,,Python,,No,,5900,2,Horarios flexibles
11/26/2014 15:51:22,25 - 27,Buenos Aires,5 - 7,4 -6,Developer,,"CSS, HTML, Java, jQuery, PHP",,No,,13000,2,Ninguna de las anteriores
11/26/2014 16:05:26,30 - 33,Mendoza,5 - 7,Menos de un año,SysAdmin,"Linux, Windows",,,No,,10000,3,"Snacks, golosinas, bebidas, etc, Horarios flexibles"
11/26/2014 16:06:25,35 - 40,Ciudad Autónoma de Buenos Aires,7 - 10,Menos de un año,SysAdmin,AIX,,,No,,25000,4,"Snacks, golosinas, bebidas, etc, devolución de ganancias"
11/26/2014 16:28:11,35 - 40,Ciudad Autónoma de Buenos Aires,7 - 10,2 - 4,PM,,,,No,,10000,1,"Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/26/2014 16:28:31,33 - 35,Buenos Aires,10+,Menos de un año,Developer,,"CSS, HTML, jQuery, NodeJS, Perl, PHP, Ruby",,No,,13000,4,"Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles"
11/26/2014 16:30:41,45 - 50,Buenos Aires,10+,10+,SysAdmin,"*BSD, Linux, Windows, """"""Cloud"""""", Android",,,"Sí, pasiva",0,16500,3,"Abono de celular y/o Internet, Horarios flexibles, Laptop, Prepaga Premium"
11/26/2014 16:31:31,35 - 40,Córdoba,10+,1 - 2,DevOps,"Linux, """"""Cloud""""""",,,No,,16000,3,"Clases de idiomas, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/26/2014 16:31:53,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,2 - 4,Otro,,,,No,,16000,4,"Clases de idiomas, Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, Playroom, Stock options, Viajes"
11/26/2014 16:39:12,25 - 27,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,SysAdmin,"Linux, Windows, """"""Cloud""""""",,,No,,9523,3,"Clases de idiomas, Snacks, golosinas, bebidas, etc, Horarios flexibles, WFH (Trabajar desde casa)"
11/26/2014 16:41:43,35 - 40,Ciudad Autónoma de Buenos Aires,10+,2 - 4,Developer,,"HTML, Java, JavaScript, Android",,No,,30000,5,"Horarios flexibles, WFH (Trabajar desde casa)"
11/26/2014 16:46:00,35 - 40,Ciudad Autónoma de Buenos Aires,10+,6 - 10,Developer,,".NET, C#, CSS, HTML, jQuery, NodeJS, Python",,No,,15000,2,"Capacitaciones y/o cursos, Clases de idiomas, Laptop, WFH (Trabajar desde casa)"
11/26/2014 16:47:54,30 - 33,Ciudad Autónoma de Buenos Aires,7 - 10,1 - 2,Developer,,"Java, Objective-C, Swift",,No,0,21000,4,Abono de celular y/o Internet
11/26/2014 16:59:06,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,1 - 2,Developer,,".NET, C#, HTML, Java, jQuery, Python, VB *",,No,,20000,5,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Horarios flexibles, Playroom, Viajes, WFH (Trabajar desde casa)"
11/26/2014 17:05:08,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,Menos de un año,DevOps,"Linux, """"""Cloud""""""",,,"Sí, pasiva",,20000,2,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/26/2014 17:30:21,30 - 33,Ciudad Autónoma de Buenos Aires,10+,10+,Developer,,".NET, C#, HTML, jQuery",,No,,20000,3,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, WFH (Trabajar desde casa)"
11/26/2014 17:39:22,30 - 33,Ciudad Autónoma de Buenos Aires,3 - 5,Menos de un año,SysAdmin,"Linux, Windows",,,No,,1300,3,"Comidas pagas/subvencionadas, Horarios flexibles, Viajes"
11/26/2014 18:03:07,27 - 30,Santa Fe,3 - 5,2 - 4,SysAdmin,"Linux, """"""Cloud""""""",,,No,,12208,3,"Clases de idiomas, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/26/2014 18:04:57,30 - 33,Ciudad Autónoma de Buenos Aires,3 - 5,4 -6,Developer,,"Assembler, C",,"Sí, pasiva",400,14000,2,"Clases de idiomas, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/26/2014 18:06:12,20 - 23,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 4,Developer,,"CSS, HTML, jQuery, PHP",,No,,8800,4,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas, etc"
11/26/2014 18:06:16,25 - 27,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 4,SysAdmin,"Linux, Windows, Huayra",,,No,,8000,3,Días libres
11/26/2014 18:12:16,20 - 23,Ciudad Autónoma de Buenos Aires,1 - 3,2 - 4,Developer,,".NET, C#, CSS, HTML, jQuery",,No,,2700,1,"Clases de idiomas, Horarios flexibles, WFH (Trabajar desde casa)"
11/26/2014 18:15:21,27 - 30,Ciudad Autónoma de Buenos Aires,7 - 10,1 - 2,Developer,,"jQuery, PHP",,No,,13000,3,"Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, WFH (Trabajar desde casa)"
11/26/2014 18:20:08,30 - 33,Misiones,10+,10+,SysAdmin,"Linux, Windows",,,No,,10000,4,Ninguna de las anteriores
11/26/2014 18:23:00,30 - 33,Ciudad Autónoma de Buenos Aires,7 - 10,6 - 10,SysAdmin,"Linux, Solaris, Windows",,,"Sí, pasiva",2000,22000,4,"Abono de celular y/o Internet, Laptop"
11/26/2014 18:33:28,35 - 40,Ciudad Autónoma de Buenos Aires,7 - 10,2 - 4,Developer,,PL/SQL,,"Sí, pasiva",600,17500,2,"Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/26/2014 18:33:56,35 - 40,Chaco,10+,1 - 2,Otro,,,,No,,10450,3,Capacitaciones y/o cursos
11/26/2014 18:34:57,23 - 25,Córdoba,1 - 3,1 - 2,Developer,,"CSS, HTML, jQuery, PHP",,No,,5000,3,Ninguna de las anteriores
11/26/2014 18:41:53,25 - 27,Buenos Aires,5 - 7,1 - 2,SysAdmin,"Linux, Windows",,,No,,14000,4,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Horarios flexibles"
11/26/2014 18:49:56,25 - 27,Buenos Aires,3 - 5,1 - 2,Networking,,,,No,,13500,3,"Horarios flexibles, Laptop, Playroom, Viajes, WFH (Trabajar desde casa)"
11/26/2014 18:54:55,30 - 33,Ciudad Autónoma de Buenos Aires,7 - 10,2 - 4,Developer,,".NET, C#, CSS, HTML, jQuery",,No,,21000,3,Ninguna de las anteriores
11/26/2014 19:09:39,40 - 45,Córdoba,10+,2 - 4,SysAdmin,"AIX, Linux, Solaris, Windows",,,"Sí, pasiva",1000,17500,3,"Capacitaciones y/o cursos, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/26/2014 19:10:05,40 - 45,Córdoba,10+,2 - 4,SysAdmin,"AIX, Linux, Solaris, Windows",,,"Sí, pasiva",1000,17500,3,"Capacitaciones y/o cursos, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/26/2014 19:17:41,30 - 33,Ciudad Autónoma de Buenos Aires,10+,6 - 10,DevOps,Linux,,,"Sí, pasiva",0,19350,2,"Horarios flexibles, Viajes"
11/26/2014 19:24:28,30 - 33,Buenos Aires,5 - 7,4 -6,SysAdmin,"AIX, Linux, Solaris",,,"Sí, pasiva",2000,22000,3,"Abono de celular y/o Internet, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop, WFH (Trabajar desde casa)"
11/26/2014 19:31:56,30 - 33,Buenos Aires,5 - 7,1 - 2,HelpDesk,,,,"Sí, activa",500,10000,3,"Abono de celular y/o Internet, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, Playroom, WFH (Trabajar desde casa)"
11/26/2014 19:36:32,20 - 23,Ciudad Autónoma de Buenos Aires,1 - 3,Menos de un año,Otro,,,,No,,6400,4,Ninguna de las anteriores
11/26/2014 19:54:38,27 - 30,Ciudad Autónoma de Buenos Aires,7 - 10,4 -6,Developer,,"HTML, jQuery, NodeJS, PHP",,No,,18500,2,Ninguna de las anteriores
11/26/2014 20:04:10,25 - 27,Mendoza,1 - 3,1 - 2,DevOps,"Linux, """"""Cloud""""""",,,"Sí, pasiva",500,15000,4,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, Playroom"
11/26/2014 22:26:44,30 - 33,Buenos Aires,5 - 7,1 - 2,PM,,,,"Sí, pasiva",0,10080,1,"Capacitaciones y/o cursos, Horarios flexibles, WFH (Trabajar desde casa)"
11/26/2014 22:28:01,30 - 33,Ciudad Autónoma de Buenos Aires,7 - 10,2 - 4,HelpDesk,,,,No,,12700,3,Ninguna de las anteriores
11/26/2014 22:34:15,33 - 35,Ciudad Autónoma de Buenos Aires,5 - 7,Menos de un año,SysAdmin,Linux,,,"Sí, activa",0,17500,2,Horarios flexibles
11/26/2014 22:36:36,30 - 33,Ciudad Autónoma de Buenos Aires,7 - 10,1 - 2,SysAdmin,"Linux, Windows, """"""Cloud""""""",,,"Sí, activa",0,27000,3,"Abono de celular y/o Internet, Clases de idiomas, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/26/2014 23:44:05,30 - 33,Buenos Aires,5 - 7,4 -6,Networking,,,,"Sí, pasiva",0,11200,3,"Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, etc"
11/26/2014 23:52:56,30 - 33,Buenos Aires,10+,6 - 10,Otro,,,,No,,5200,1,Horarios flexibles
11/26/2014 23:54:33,40 - 45,Santa Fe,10+,4 -6,SysAdmin,"Linux, Windows",,,No,,4477,1,Horarios flexibles
11/27/2014 0:09:03,25 - 27,Ciudad Autónoma de Buenos Aires,5 - 7,1 - 2,Storage / Backup,,,,No,,29000,5,"Abono de celular y/o Internet, Horarios flexibles, Laptop, WFH (Trabajar desde casa), Remises"
11/27/2014 0:54:36,20 - 23,Buenos Aires,1 - 3,2 - 4,Networking,,,,"Sí, pasiva",700,19500,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop"
11/27/2014 0:56:09,27 - 30,Tucumán,3 - 5,1 - 2,HelpDesk,,,,No,,3400,1,Horarios flexibles
11/27/2014 1:01:22,25 - 27,Tierra del Fuego,5 - 7,Menos de un año,HelpDesk,,,,"Sí, pasiva",2000,20000,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop"
11/27/2014 1:21:51,25 - 27,Buenos Aires,5 - 7,Menos de un año,SysAdmin,"Linux, """"""Cloud""""""",,,No,,19000,4,"Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Playroom, WFH (Trabajar desde casa)"
11/27/2014 2:18:18,25 - 27,Córdoba,5 - 7,Menos de un año,DevOps,"Linux, Python, Django, etc",,,No,,18000,4,"Abono de celular y/o Internet, Clases de idiomas, Horarios flexibles, Laptop, Viajes, WFH (Trabajar desde casa)"
11/27/2014 8:34:22,35 - 40,Chubut,3 - 5,4 -6,Otro,,,,No,,12000,2,Horarios flexibles
11/27/2014 9:33:46,50+,Córdoba,10+,10+,Developer,,"CSS, HTML, jQuery, NodeJS, PHP",,No,,9000,2,Ninguna de las anteriores
11/27/2014 10:32:38,33 - 35,Córdoba,7 - 10,Menos de un año,SysAdmin,Linux,,,No,,13000,2,"Horarios flexibles, WFH (Trabajar desde casa)"
11/27/2014 11:12:59,27 - 30,Santa Fe,3 - 5,2 - 4,Networking,,,,No,,4500,2,"Capacitaciones y/o cursos, Horarios flexibles"
11/27/2014 11:15:25,27 - 30,Ciudad Autónoma de Buenos Aires,7 - 10,6 - 10,Developer,,"CSS, HTML, jQuery, PHP",,No,,15000,3,"Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles"
11/27/2014 11:36:32,33 - 35,Ciudad Autónoma de Buenos Aires,10+,6 - 10,SysAdmin,Windows,,,"Sí, pasiva",0,18000,5,Abono de celular y/o Internet
11/27/2014 12:11:07,27 - 30,Buenos Aires,Menos de un año,Menos de un año,Developer,,Java,,No,0,9000,3,"Capacitaciones y/o cursos, Laptop"
11/27/2014 13:11:34,25 - 27,Buenos Aires,7 - 10,4 -6,SysAdmin,"Linux, Windows",,,"Sí, activa",0,10000,3,Ninguna de las anteriores
11/27/2014 14:34:50,33 - 35,Ciudad Autónoma de Buenos Aires,10+,2 - 4,SysAdmin,Windows,,,No,,21000,4,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Viajes, WFH (Trabajar desde casa)"
11/27/2014 14:36:18,30 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,2 - 4,SysAdmin,"Linux, """"""Cloud""""""",,,No,,19000,4,"Capacitaciones y/o cursos, Horarios flexibles, Viajes, WFH (Trabajar desde casa)"
11/27/2014 14:46:59,20 - 23,Buenos Aires,1 - 3,1 - 2,Developer,,"CSS, HTML, Java, jQuery, PHP",,No,,6500,2,Horarios flexibles
11/27/2014 14:47:46,30 - 33,Mendoza,5 - 7,1 - 2,Developer,,"CSS, HTML, Java, jQuery, Android, WebServices, SQL",,No,,13500,2,"Capacitaciones y/o cursos, Clases de idiomas, WFH (Trabajar desde casa)"
11/27/2014 14:51:30,33 - 35,Ciudad Autónoma de Buenos Aires,10+,2 - 4,SysAdmin,"Linux, """"""Cloud""""""",,,"Sí, pasiva",0,24000,4,"Abono de celular y/o Internet, Snacks, golosinas, bebidas, etc, Laptop, Playroom"
11/27/2014 15:13:43,20 - 23,Santa Fe,3 - 5,1 - 2,HelpDesk,,,,"Sí, pasiva",,9200,5,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, WFH (Trabajar desde casa)"
11/27/2014 15:21:24,30 - 33,Ciudad Autónoma de Buenos Aires,1 - 3,1 - 2,DevOps,"Linux, """"""Cloud""""""",,,No,,25000,4,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/27/2014 15:34:27,27 - 30,Santa Fe,3 - 5,Menos de un año,Developer,,"CSS, HTML, Java, jQuery, PHP, Android",,No,,5400,2,Horarios flexibles
11/27/2014 16:08:24,25 - 27,Ciudad Autónoma de Buenos Aires,5 - 7,Menos de un año,Otro,,,,"Sí, pasiva",0,15470,3,"Capacitaciones y/o cursos, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/27/2014 16:10:11,25 - 27,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Developer,,"HTML, jQuery, Python",,"Sí, pasiva",0,15000,3,"Horarios flexibles, WFH (Trabajar desde casa), Ninguna de las anteriores"
11/27/2014 16:27:54,25 - 27,Mendoza,1 - 3,Menos de un año,QA / Tester,,,,No,,8500,3,"Capacitaciones y/o cursos, Clases de idiomas"
11/27/2014 17:13:04,33 - 35,Misiones,5 - 7,2 - 4,SysAdmin,"Linux, Windows",,,"Sí, pasiva",0,4800,1,Ninguna de las anteriores
11/27/2014 17:14:48,35 - 40,Ciudad Autónoma de Buenos Aires,7 - 10,6 - 10,SysAdmin,"Linux, Solaris",,,"Sí, pasiva",1000,15000,2,"Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/27/2014 17:31:59,30 - 33,Mendoza,5 - 7,2 - 4,QA / Tester,,,,No,0,11000,2,"Laptop, WFH (Trabajar desde casa)"
11/27/2014 17:33:47,35 - 40,Ciudad Autónoma de Buenos Aires,10+,1 - 2,SysAdmin,"Linux, Windows, Novell",,,"Sí, pasiva",1500,12810,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Laptop, WFH (Trabajar desde casa)"
11/27/2014 19:47:20,27 - 30,Buenos Aires,1 - 3,2 - 4,Developer,,"CSS, HTML, Java, jQuery, PHP",,No,,9000,3,Horarios flexibles
11/27/2014 20:08:45,30 - 33,Buenos Aires,1 - 3,10+,HelpDesk,,,,No,,9500,3,Capacitaciones y/o cursos
11/27/2014 22:03:08,25 - 27,Santa Fe,5 - 7,2 - 4,Otro,,,,No,,3700,1,Horarios flexibles
11/28/2014 0:18:55,30 - 33,Buenos Aires,5 - 7,Menos de un año,Developer,,ABAP,,No,,18000,4,"Comidas pagas/subvencionadas, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/28/2014 1:45:03,27 - 30,Ciudad Autónoma de Buenos Aires,1 - 3,2 - 4,Otro,,,,No,,15000,3,Clases de idiomas
11/28/2014 1:39:51,30 - 33,Ciudad Autónoma de Buenos Aires,1 - 3,2 - 4,Developer,,pinnacle,,No,,7700,2,Ninguna de las anteriores
11/28/2014 2:29:34,27 - 30,Santa Fe,3 - 5,2 - 4,Infosec,,,,No,,7500,1,"Horarios flexibles, WFH (Trabajar desde casa)"
11/28/2014 8:43:28,30 - 33,Ciudad Autónoma de Buenos Aires,7 - 10,6 - 10,DBA,,,MSSQL,"Sí, pasiva",1000,23500,3,"Abono de celular y/o Internet, Capacitaciones y/o cursos, WFH (Trabajar desde casa)"
11/28/2014 9:20:31,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 4,SysAdmin,"Linux, Windows, """"""Cloud""""""",,,"Sí, pasiva",,11233,3,Ninguna de las anteriores
11/28/2014 9:44:50,20 - 23,Ciudad Autónoma de Buenos Aires,1 - 3,Menos de un año,Developer,,"jQuery, Objective-C, PHP, AngularJS",,No,,9300,4,"Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Pase de acceso para el subte"
11/28/2014 9:45:39,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,Menos de un año,Developer,,"CSS, HTML, jQuery, NodeJS, PHP",,No,,23000,3,"Clases de idiomas, Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Playroom"
11/28/2014 9:51:24,35 - 40,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Otro,,,,No,,23000,4,"Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas, etc, Laptop, Viajes, WFH (Trabajar desde casa)"
11/28/2014 10:17:03,35 - 40,Ciudad Autónoma de Buenos Aires,10+,6 - 10,SysAdmin,"Linux, Windows",,,No,,18500,3,Ninguna de las anteriores
11/28/2014 11:03:41,33 - 35,Ciudad Autónoma de Buenos Aires,10+,10+,SysAdmin,"Linux, Windows, """"""Cloud""""""",,,"Sí, pasiva",,18000,3,Horarios flexibles
11/28/2014 11:20:35,33 - 35,Ciudad Autónoma de Buenos Aires,7 - 10,6 - 10,Infosec,,,,"Sí, activa",0,20000,5,Abono de celular y/o Internet
11/28/2014 11:29:52,40 - 45,Buenos Aires,10+,10+,SysAdmin,"Linux, Windows",,,"Sí, pasiva",400,15000,3,Ninguna de las anteriores
11/28/2014 11:36:52,30 - 33,Ciudad Autónoma de Buenos Aires,7 - 10,1 - 2,SysAdmin,"Linux, """"""Cloud""""""",,,No,,18400,2,"Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/28/2014 11:51:45,30 - 33,Buenos Aires,5 - 7,2 - 4,HelpDesk,,,,"Sí, pasiva",0,9500,1,Ninguna de las anteriores
11/28/2014 12:07:20,40 - 45,Santa Fe,10+,1 - 2,SysAdmin,"Linux, Windows, """"""Cloud""""""",,,No,,12000,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/28/2014 12:35:27,33 - 35,Ciudad Autónoma de Buenos Aires,10+,1 - 2,Otro,,,,"Sí, pasiva",0,14500,3,un plus $ en negro 
11/28/2014 12:36:52,25 - 27,Ciudad Autónoma de Buenos Aires,1 - 3,Menos de un año,PM,,,,No,,7000,2,"Horarios flexibles, WFH (Trabajar desde casa)"
11/28/2014 12:38:29,30 - 33,Córdoba,10+,10+,SysAdmin,"Linux, Solaris, Windows",,,No,,17000,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos"
11/28/2014 13:41:05,23 - 25,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 4,SysAdmin,Windows,,,"Sí, pasiva",600,12500,3,"Laptop, WFH (Trabajar desde casa), Facturas los viernes, maquina de gaseosa"
11/28/2014 13:42:52,35 - 40,Buenos Aires,5 - 7,Menos de un año,DevOps,"*BSD, Linux, Windows, """"""Cloud""""""",,,No,,13000,3,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Playroom, Viajes, WFH (Trabajar desde casa), Máquina de café/choco/etc. - Vestuarios (muy cómodo) - Bicicletero - Patio al aire libre - Obra social premium"
11/28/2014 13:43:03,23 - 25,Ciudad Autónoma de Buenos Aires,1 - 3,Menos de un año,SysAdmin,"*BSD, Linux, Windows",,,No,,7800,1,Horarios flexibles
11/28/2014 13:43:15,23 - 25,Córdoba,1 - 3,1 - 2,SysAdmin,Linux,,,No,0,9600,3,"Horarios flexibles, Maltratos :D"
11/28/2014 13:50:24,27 - 30,Buenos Aires,3 - 5,2 - 4,Otro,,,,No,,16500,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Laptop, Viajes"
11/28/2014 13:50:54,27 - 30,Córdoba,5 - 7,2 - 4,Otro,,,,No,6000,5000,3,"Comidas pagas/subvencionadas, Horarios flexibles"
11/28/2014 13:51:44,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,4 -6,Otro,,,,"Sí, pasiva",800,8000,3,"Capacitaciones y/o cursos, Horarios flexibles, Laptop"
11/28/2014 13:52:56,23 - 25,Ciudad Autónoma de Buenos Aires,1 - 3,Menos de un año,QA / Tester,,,,No,,11333,5,"Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/28/2014 13:54:59,27 - 30,Santa Fe,3 - 5,1 - 2,Otro,,,,No,0,12000,3,Ninguna de las anteriores
11/28/2014 13:55:34,40 - 45,Ciudad Autónoma de Buenos Aires,10+,4 -6,Otro,,,,No,,12000,3,Capacitaciones y/o cursos
11/28/2014 13:57:15,27 - 30,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,Otro,,,,No,,12484,2,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Laptop"
11/28/2014 13:57:34,23 - 25,Jujuy,Menos de un año,Menos de un año,Developer,,"CSS, HTML, jQuery, NodeJS, angular ionic express js",,No,2000,2000,5,"Horarios flexibles, WFH (Trabajar desde casa)"
11/28/2014 13:58:39,27 - 30,Ciudad Autónoma de Buenos Aires,7 - 10,6 - 10,Developer,,"HTML, jQuery, PHP",,No,,8345,2,Ninguna de las anteriores
11/28/2014 13:58:55,40 - 45,Ciudad Autónoma de Buenos Aires,10+,10+,Otro,,,,No,,30000,2,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Laptop, WFH (Trabajar desde casa)"
11/28/2014 14:00:03,25 - 27,Ciudad Autónoma de Buenos Aires,5 - 7,4 -6,Developer,,C++,,No,,15400,3,Ninguna de las anteriores
11/28/2014 14:00:52,25 - 27,Córdoba,10+,Menos de un año,SysAdmin,"*BSD, AIX, HP-UX, Linux, Solaris, Windows, """"""Cloud"""""", Un trillon mas",,,"Sí, pasiva",0,16000,1,"Abono de celular y/o Internet, Capacitaciones y/o cursos"
11/28/2014 14:02:15,30 - 33,Córdoba,7 - 10,6 - 10,Developer,,"CSS, HTML, Java, jQuery, Grails",,No,,15000,4,Horarios flexibles
11/28/2014 14:04:41,27 - 30,Ciudad Autónoma de Buenos Aires,7 - 10,1 - 2,Developer,,PHP,,No,,18000,4,Horarios flexibles
11/28/2014 14:05:36,25 - 27,Buenos Aires,10+,Menos de un año,Otro,,,,"Sí, activa",0,7000,1,"Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, etc"
11/28/2014 14:05:42,20 - 23,Santa Fe,5 - 7,4 -6,PM,,,,No,,16000,4,"Horarios flexibles, WFH (Trabajar desde casa), Taxi eventual"
11/28/2014 14:13:23,30 - 33,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 4,Developer,,"CSS, Java, jQuery",,"Sí, pasiva",0,140000,3,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas, etc, Laptop, WFH (Trabajar desde casa)"
11/28/2014 14:14:15,35 - 40,Chaco,10+,10+,SysAdmin,"Linux, Windows, """"""Cloud""""""",,,No,,5800,3,Laptop
11/28/2014 14:15:09,25 - 27,Buenos Aires,3 - 5,2 - 4,DBA,,,"MSSQL, Oracle","Sí, pasiva",,15500,3,Horarios flexibles
