Timestamp,Tengo,Trabajo en,Años de experiencia,Años en el puesto actual,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Tecnologías que utilizás,Tenés guardias ?,Cuánto te pagan por guardia (AR$),Salario bruto mensual (AR$),Cómo creés que está tu sueldo,Beneficios
11/28/2014 14:18:10,35 - 40,Buenos Aires,10+,6 - 10,Otro,,,,No,,22000,2,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles, Laptop, Stock options, WFH (Trabajar desde casa)"
11/28/2014 14:19:24,23 - 25,Ciudad Autónoma de Buenos Aires,3 - 5,Menos de un año,Developer,,"C++, Objective-C",,No,,8500,3,"Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas, etc, Horarios flexibles"
11/28/2014 14:19:29,23 - 25,Ciudad Autónoma de Buenos Aires,1 - 3,1 - 2,Otro,,,,No,,10000,2,Ninguna de las anteriores
11/28/2014 14:20:38,35 - 40,Ciudad Autónoma de Buenos Aires,10+,2 - 4,Otro,,,,No,,18041,3,Capacitaciones y/o cursos
11/28/2014 14:22:17,35 - 40,Ciudad Autónoma de Buenos Aires,7 - 10,Menos de un año,Networking,,,,"Sí, pasiva",1000,15000,3,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Viajes, WFH (Trabajar desde casa)"
11/28/2014 14:23:21,18 - 20,Ciudad Autónoma de Buenos Aires,1 - 3,1 - 2,Developer,,"CSS, HTML, Java, jQuery, PHP",,No,,10000,4,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, etc, Horarios flexibles"
11/28/2014 14:23:33,25 - 27,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 4,Otro,,,,No,,14500,4,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, WFH (Trabajar desde casa)"
11/28/2014 14:26:02,35 - 40,Chubut,10+,6 - 10,Otro,,,,"Sí, pasiva",2700,21000,2,"Abono de celular y/o Internet, Laptop, WFH (Trabajar desde casa)"
11/28/2014 14:29:17,35 - 40,Ciudad Autónoma de Buenos Aires,10+,2 - 4,Developer,,"C++, Python, axway",,"Sí, pasiva",2500,28000,4,Capacitaciones y/o cursos
11/28/2014 14:32:52,33 - 35,Ciudad Autónoma de Buenos Aires,5 - 7,1 - 2,HelpDesk,,,,No,,8000,2,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Laptop"
11/28/2014 14:33:09,30 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,2 - 4,PM,,,,No,0,13000,3,"Comidas pagas/subvencionadas, Horarios flexibles"
11/28/2014 14:36:28,23 - 25,Ciudad Autónoma de Buenos Aires,1 - 3,1 - 2,Developer,,"CSS, HTML, jQuery, Ruby",,No,,8200,2,"Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Playroom, WFH (Trabajar desde casa)"
11/28/2014 14:38:06,20 - 23,Buenos Aires,3 - 5,Menos de un año,Developer,,".NET, C#, Javascript",,No,,18700,4,"Snacks, golosinas, bebidas, etc"
11/28/2014 14:38:58,20 - 23,Buenos Aires,1 - 3,Menos de un año,Developer,,"CSS, HTML, jQuery",,No,,8000,4,"Horarios flexibles, WFH (Trabajar desde casa)"
11/28/2014 14:39:36,27 - 30,Buenos Aires,3 - 5,1 - 2,Developer,,"CSS, HTML, jQuery, PHP",,"Sí, pasiva",2000,7000,3,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles"
11/28/2014 14:40:25,27 - 30,Buenos Aires,1 - 3,2 - 4,Developer,,"CSS, Java, jQuery, NodeJS",,No,,7000,2,Ninguna de las anteriores
11/28/2014 14:42:16,25 - 27,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 4,QA / Tester,,,,No,,5200,3,WFH (Trabajar desde casa)
11/28/2014 14:45:18,40 - 45,Ciudad Autónoma de Buenos Aires,10+,10+,Developer,,"HTML, Java, jQuery, Python, PL/SQL",,No,,26000,3,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas, etc, Horarios flexibles, Stock options"
11/28/2014 14:46:11,20 - 23,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Networking,,,,"Sí, activa",500,10000,3,Ninguna de las anteriores
11/28/2014 14:50:19,25 - 27,Chaco,Menos de un año,Menos de un año,Developer,,Java,,No,,10000,5,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas, etc, Playroom"
11/28/2014 14:54:15,27 - 30,Ciudad Autónoma de Buenos Aires,7 - 10,2 - 4,Developer,,"CSS, HTML, jQuery, Python, Django, Javascript",,No,,30000,4,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, Viajes, WFH (Trabajar desde casa)"
11/28/2014 14:57:07,23 - 25,Buenos Aires,1 - 3,1 - 2,Developer,,"CSS, HTML, Java, NodeJS",,No,,13500,4,"Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas, etc, Laptop, fruta"
11/28/2014 14:58:11,30 - 33,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 4,Developer,,Java,,No,,18000,3,Ninguna de las anteriores
11/28/2014 14:59:23,40 - 45,Jujuy,10+,1 - 2,Developer,,"CSS, HTML, jQuery, NodeJS, PHP, Ruby",,No,,18000,4,WFH (Trabajar desde casa)
11/28/2014 15:00:08,30 - 33,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Designer,,,,No,,35000,4,"Capacitaciones y/o cursos, Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, Playroom, Stock options, WFH (Trabajar desde casa)"
11/28/2014 15:01:14,20 - 23,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,HelpDesk,,,,No,250,5500,3,"Abono de celular y/o Internet, Horarios flexibles, Viajes"
11/28/2014 15:01:55,23 - 25,Ciudad Autónoma de Buenos Aires,5 - 7,Menos de un año,Infosec,,,,No,,14000,3,Ninguna de las anteriores
11/28/2014 15:01:59,23 - 25,Ciudad Autónoma de Buenos Aires,3 - 5,4 -6,Otro,,,,"Sí, pasiva",400,12100,2,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Stock options, WFH (Trabajar desde casa)"
11/28/2014 15:03:08,33 - 35,Ciudad Autónoma de Buenos Aires,10+,6 - 10,Otro,,,,"Sí, pasiva",700,24000,2,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Stock options, Viajes, WFH (Trabajar desde casa)"
11/28/2014 15:03:29,25 - 27,Ciudad Autónoma de Buenos Aires,5 - 7,Menos de un año,SysAdmin,"Windows, """"""Cloud""""""",,,"Sí, pasiva",2000,13800,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, Stock options, Viajes, WFH (Trabajar desde casa)"
11/28/2014 15:05:16,27 - 30,Ciudad Autónoma de Buenos Aires,10+,4 -6,Networking,,,,No,,30000,3,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles"
11/28/2014 15:07:00,27 - 30,Ciudad Autónoma de Buenos Aires,7 - 10,2 - 4,PM,,,,No,,24000,3,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, WFH (Trabajar desde casa)"
11/28/2014 15:14:11,33 - 35,Buenos Aires,10+,6 - 10,Developer,,"CSS, HTML, jQuery",,No,,15000,4,Horarios flexibles
11/28/2014 15:14:37,20 - 23,Ciudad Autónoma de Buenos Aires,1 - 3,Menos de un año,Networking,,,,No,,9400,4,"Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop, WFH (Trabajar desde casa)"
11/28/2014 15:16:40,23 - 25,Ciudad Autónoma de Buenos Aires,1 - 3,1 - 2,Developer,,"HTML, Java, JavaScript",,"Sí, pasiva",0,10200,2,"Capacitaciones y/o cursos, Horarios flexibles"
11/28/2014 15:18:18,23 - 25,Ciudad Autónoma de Buenos Aires,3 - 5,Menos de un año,HelpDesk,,,,No,0,8000,3,"Snacks, golosinas, bebidas, etc, Horarios flexibles"
11/28/2014 15:20:49,25 - 27,Ciudad Autónoma de Buenos Aires,1 - 3,2 - 4,HelpDesk,,,,No,,9000,4,Ninguna de las anteriores
11/28/2014 15:21:34,27 - 30,Buenos Aires,7 - 10,6 - 10,SysAdmin,"AIX, Linux, Solaris",,,"Sí, activa",1500,16000,2,"Abono de celular y/o Internet, Laptop, WFH (Trabajar desde casa)"
11/28/2014 15:21:59,30 - 33,Ciudad Autónoma de Buenos Aires,7 - 10,2 - 4,SysAdmin,"*BSD, AIX, Linux, Solaris",,,"Sí, pasiva",30,10500,1,"Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc)"
11/28/2014 15:24:16,27 - 30,Córdoba,5 - 7,2 - 4,Developer,,"Go, Python",,No,,30000,5,"Horarios flexibles, Laptop, WFH (Trabajar desde casa), Alquiler"
11/28/2014 15:27:36,23 - 25,Buenos Aires,1 - 3,Menos de un año,Developer,,"CSS, HTML, jQuery, Python",,No,,7100,3,"Clases de idiomas, Horarios flexibles"
11/28/2014 15:28:11,25 - 27,Buenos Aires,3 - 5,Menos de un año,Developer,,Java,,No,,15000,3,WFH (Trabajar desde casa)
11/28/2014 15:38:11,35 - 40,Ciudad Autónoma de Buenos Aires,10+,6 - 10,Designer,,,,No,,20750,3,Horarios flexibles
11/28/2014 15:38:59,23 - 25,Córdoba,1 - 3,1 - 2,Developer,,"ActionScript, jQuery, Python",,No,,1,2,Ninguna de las anteriores
11/28/2014 15:41:01,30 - 33,Ciudad Autónoma de Buenos Aires,7 - 10,2 - 4,Developer,,".NET, C#, HTML, jQuery, Javascript",,No,,20000,3,"Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/28/2014 15:42:21,33 - 35,Ciudad Autónoma de Buenos Aires,10+,1 - 2,Developer,,"jQuery, NodeJS, Perl, Python",,No,,23000,3,"Clases de idiomas, Horarios flexibles"
11/28/2014 15:43:34,27 - 30,Buenos Aires,3 - 5,2 - 4,Otro,,,,No,,10500,3,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas, etc, Viajes, WFH (Trabajar desde casa)"
11/28/2014 15:45:03,23 - 25,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,QA / Tester,,,,No,,8700,3,"Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, WFH (Trabajar desde casa)"
11/28/2014 15:48:23,20 - 23,Ciudad Autónoma de Buenos Aires,1 - 3,1 - 2,Developer,,"CSS, HTML, jQuery, NodeJS, PHP, Python, Backbone, Django",,No,,13800,4,"Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/28/2014 15:52:36,23 - 25,Ciudad Autónoma de Buenos Aires,1 - 3,1 - 2,Designer,,,,No,0,11000,3,"Snacks, golosinas, bebidas, etc, Laptop"
11/28/2014 15:55:50,27 - 30,Ciudad Autónoma de Buenos Aires,7 - 10,Menos de un año,Developer,,PHP,,No,,25000,5,"Horarios flexibles, Laptop, Viajes, WFH (Trabajar desde casa)"
11/28/2014 15:59:09,25 - 27,Ciudad Autónoma de Buenos Aires,7 - 10,1 - 2,Developer,,"CSS, HTML, jQuery, NodeJS, PHP",,No,,22750,3,"Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop"
11/28/2014 16:02:24,25 - 27,Buenos Aires,1 - 3,1 - 2,SysAdmin,"Linux, Windows",,,No,,7500,3,"Snacks, golosinas, bebidas, etc, Laptop"
11/28/2014 16:02:35,25 - 27,Buenos Aires,1 - 3,1 - 2,SysAdmin,"Linux, Windows",,,No,,7500,3,"Snacks, golosinas, bebidas, etc, Laptop"
11/28/2014 16:03:58,25 - 27,Ciudad Autónoma de Buenos Aires,1 - 3,Menos de un año,Developer,,"HTML, Java, jQuery, Grails",,No,,13500,3,"Clases de idiomas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/28/2014 16:08:59,30 - 33,Ciudad Autónoma de Buenos Aires,10+,4 -6,SysAdmin,"AIX, HP-UX, Linux, Solaris, """"""Cloud""""""",,,No,,28000,5,"Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/28/2014 16:13:08,25 - 27,Ciudad Autónoma de Buenos Aires,5 - 7,2 - 4,SysAdmin,Windows,,,"Sí, pasiva",0,14650,3,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, 12 noches gratis hotel"
11/28/2014 16:15:51,20 - 23,Buenos Aires,1 - 3,1 - 2,HelpDesk,,,,"Sí, pasiva",0,6300,3,"Horarios flexibles, WFH (Trabajar desde casa)"
11/28/2014 16:17:09,25 - 27,Ciudad Autónoma de Buenos Aires,5 - 7,4 -6,HelpDesk,,,,No,,7100,2,Ninguna de las anteriores
11/28/2014 16:20:19,40 - 45,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Developer,,"CSS, HTML, Java, jQuery, PHP",,No,,19000,2,"Horarios flexibles, Playroom"
11/28/2014 16:21:57,27 - 30,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,Developer,,"CSS, HTML, jQuery, NodeJS, Javascript",,No,,12650,3,"Horarios flexibles, WFH (Trabajar desde casa), 3 semanas de vacaciones"
11/28/2014 16:23:30,35 - 40,Ciudad Autónoma de Buenos Aires,10+,6 - 10,Otro,,,,No,,35000,5,"Abono de celular y/o Internet, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/28/2014 16:24:47,27 - 30,Ciudad Autónoma de Buenos Aires,7 - 10,1 - 2,Developer,,"HTML, Java",,No,,15000,4,"Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, WFH (Trabajar desde casa)"
11/28/2014 16:28:25,27 - 30,Mendoza,7 - 10,1 - 2,DevOps,Linux,,,"Sí, pasiva",0,17000,3,Horarios flexibles
11/28/2014 16:32:39,25 - 27,Santa Fe,Menos de un año,Menos de un año,Developer,,".NET, C#, HTML",,No,,7000,3,"Capacitaciones y/o cursos, Snacks, golosinas, bebidas, etc"
11/28/2014 16:35:34,20 - 23,Ciudad Autónoma de Buenos Aires,1 - 3,Menos de un año,Developer,,SQL,,No,,9500,3,"Capacitaciones y/o cursos, Clases de idiomas, Snacks, golosinas, bebidas, etc, Playroom, Viajes, WFH (Trabajar desde casa)"
11/28/2014 16:37:18,25 - 27,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 4,Developer,,"Java, Python, Ruby",,No,,12000,2,"Snacks, golosinas, bebidas, etc, WFH (Trabajar desde casa)"
11/28/2014 16:43:36,40 - 45,Buenos Aires,10+,2 - 4,SysAdmin,"*BSD, Linux, Windows, Citrix Xen Server",,,"Sí, pasiva",1300,1400,3,"Horarios flexibles, WFH (Trabajar desde casa)"
11/28/2014 16:47:26,18 - 20,Ciudad Autónoma de Buenos Aires,1 - 3,Menos de un año,Developer,,"CSS, HTML, jQuery, NodeJS, PHP, Python",,No,,7500,2,"Snacks, golosinas, bebidas, etc, Laptop, WFH (Trabajar desde casa)"
11/28/2014 16:48:13,33 - 35,Ciudad Autónoma de Buenos Aires,5 - 7,4 -6,Otro,,,,No,,28900,4,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Viajes, WFH (Trabajar desde casa)"
11/28/2014 16:52:07,25 - 27,Buenos Aires,3 - 5,Menos de un año,Developer,,"HTML, jQuery, PHP",,No,,15000,5,Horarios flexibles
11/28/2014 16:53:55,25 - 27,Buenos Aires,3 - 5,1 - 2,Developer,,".NET, C#",,No,,7789,2,"Horarios flexibles, Laptop"
11/28/2014 17:05:35,23 - 25,Ciudad Autónoma de Buenos Aires,5 - 7,1 - 2,Infosec,,,,No,,8600,2,"Laptop, Viajes"
11/28/2014 17:06:11,Menos de 18 años,Ciudad Autónoma de Buenos Aires,1 - 3,1 - 2,DevOps,*BSD,,,No,,1000,1,Abono de celular y/o Internet
11/28/2014 17:10:19,20 - 23,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,HelpDesk,,,,"Sí, pasiva",700,8300,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, Stock options, WFH (Trabajar desde casa)"
11/28/2014 17:22:05,27 - 30,Entre Ríos,5 - 7,6 - 10,PM,,,,No,,16000,3,"Snacks, golosinas, bebidas, etc"
11/28/2014 17:22:19,25 - 27,Ciudad Autónoma de Buenos Aires,5 - 7,Menos de un año,QA / Tester,,,,No,,13000,3,"Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas, etc"
11/28/2014 17:29:08,30 - 33,Buenos Aires,5 - 7,2 - 4,Developer,,Objective-C,,No,,12000,5,WFH (Trabajar desde casa)
11/28/2014 17:30:24,35 - 40,Ciudad Autónoma de Buenos Aires,10+,4 -6,Developer,,Java,,No,,32000,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/28/2014 17:37:18,33 - 35,Ciudad Autónoma de Buenos Aires,10+,6 - 10,Developer,,"CSS, HTML, jQuery, Ruby",,No,,53000,5,"Horarios flexibles, Viajes, WFH (Trabajar desde casa)"
11/28/2014 17:42:15,20 - 23,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,Developer,,".NET, C#",,No,,175000,4,Capacitaciones y/o cursos
11/28/2014 17:42:38,35 - 40,Santa Fe,10+,2 - 4,DBA,,,Oracle,No,,22000,3,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Laptop, WFH (Trabajar desde casa)"
11/28/2014 17:44:00,35 - 40,Ciudad Autónoma de Buenos Aires,10+,6 - 10,SysAdmin,"Linux, Windows, """"""Cloud""""""",,,No,,12350,2,Abono de celular y/o Internet
11/28/2014 17:49:49,35 - 40,Neuquén,1 - 3,Menos de un año,Developer,,"HTML, Java, jQuery, PHP, Python, Android",,No,,7000,1,Ninguna de las anteriores
11/28/2014 17:50:20,25 - 27,Ciudad Autónoma de Buenos Aires,5 - 7,Menos de un año,Developer,,"CSS, HTML, jQuery, PHP",,No,,14400,2,"Horarios flexibles, WFH (Trabajar desde casa)"
11/28/2014 17:51:10,25 - 27,Ciudad Autónoma de Buenos Aires,1 - 3,2 - 4,Developer,,".NET, CSS, HTML, Java, jQuery, Perl, plsql",,No,,11200,3,Ninguna de las anteriores
11/28/2014 17:59:29,23 - 25,Buenos Aires,1 - 3,1 - 2,Developer,,C++,,No,,9300,2,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, WFH (Trabajar desde casa)"
11/28/2014 18:08:10,23 - 25,Ciudad Autónoma de Buenos Aires,5 - 7,1 - 2,DevOps,"""""""Cloud""""""",,,No,,21000,3,"Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/28/2014 18:08:44,25 - 27,Buenos Aires,1 - 3,1 - 2,Developer,,PHP,,No,,17500,5,WFH (Trabajar desde casa)
11/28/2014 18:20:54,25 - 27,Ciudad Autónoma de Buenos Aires,5 - 7,4 -6,SysAdmin,"AIX, Linux, Windows",,,"Sí, pasiva",200,15400,2,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/28/2014 18:40:05,45 - 50,Ciudad Autónoma de Buenos Aires,10+,10+,Developer,,Assembler,,"Sí, activa",30000,90000042,2,Ninguna de las anteriores
11/28/2014 18:44:38,25 - 27,Córdoba,3 - 5,2 - 4,Developer,,"C++, Java, Python",,No,,12000,2,"Capacitaciones y/o cursos, Clases de idiomas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, Playroom, Stock options, WFH (Trabajar desde casa)"
11/28/2014 18:48:05,23 - 25,Buenos Aires,1 - 3,1 - 2,Otro,,,,No,,8000,1,"Clases de idiomas, Horarios flexibles, WFH (Trabajar desde casa)"
11/28/2014 18:55:04,20 - 23,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,Developer,,"CSS, HTML, jQuery, Ruby",,No,,3320,4,"Capacitaciones y/o cursos, Clases de idiomas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Playroom"
11/28/2014 19:01:29,25 - 27,Ciudad Autónoma de Buenos Aires,1 - 3,Menos de un año,HelpDesk,,,,No,,9000,2,"Snacks, golosinas, bebidas, etc"
11/28/2014 19:17:54,27 - 30,Ciudad Autónoma de Buenos Aires,1 - 3,2 - 4,Otro,,,,"Sí, activa",1500,12000,2,"Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc)"
11/28/2014 19:25:30,35 - 40,Ciudad Autónoma de Buenos Aires,10+,6 - 10,Infosec,,,,No,,29000,4,"Clases de idiomas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Playroom, Stock options"
11/28/2014 19:26:45,33 - 35,Mendoza,10+,6 - 10,SysAdmin,"Linux, Windows",,,No,,15000,4,"Capacitaciones y/o cursos, Horarios flexibles"
11/28/2014 19:26:51,33 - 35,Ciudad Autónoma de Buenos Aires,10+,6 - 10,Otro,,,,"Sí, pasiva",3000,29000,3,"Abono de celular y/o Internet, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/28/2014 19:28:37,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Developer,,".NET, C#, CSS, HTML, jQuery, PHP, VB *",,No,,12289,4,"Clases de idiomas, Snacks, golosinas, bebidas, etc, Horarios flexibles, WFH (Trabajar desde casa)"
11/28/2014 19:39:35,45 - 50,Ciudad Autónoma de Buenos Aires,10+,2 - 4,Developer,,"CSS, HTML, Java, jQuery, PHP, Delphi",,No,,30000,4,Ninguna de las anteriores
11/28/2014 19:41:36,25 - 27,Buenos Aires,1 - 3,Menos de un año,Networking,,,,No,,16000,4,"Capacitaciones y/o cursos, Clases de idiomas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Playroom"
11/28/2014 19:46:00,27 - 30,Buenos Aires,5 - 7,2 - 4,HelpDesk,,,,No,,7328,3,Comidas pagas/subvencionadas
11/28/2014 20:29:36,27 - 30,Ciudad Autónoma de Buenos Aires,7 - 10,4 -6,Otro,,,,No,,20000,4,"Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/28/2014 20:31:25,30 - 33,Ciudad Autónoma de Buenos Aires,10+,2 - 4,DevOps,"*BSD, Linux, Windows, """"""Cloud""""""",,,No,,12000,2,"Capacitaciones y/o cursos, Clases de idiomas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, Viajes, WFH (Trabajar desde casa)"
11/28/2014 20:38:28,23 - 25,Ciudad Autónoma de Buenos Aires,1 - 3,2 - 4,Developer,,"HTML, Java, jQuery, PHP",,No,,6500,3,"Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Playroom, WFH (Trabajar desde casa)"
11/28/2014 20:41:48,27 - 30,Ciudad Autónoma de Buenos Aires,7 - 10,2 - 4,Developer,,"ABAP, HTML, jQuery, Objective-C",,No,,21000,4,"Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, Playroom, Viajes, WFH (Trabajar desde casa)"
11/28/2014 20:41:52,20 - 23,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,Otro,,,,No,,7400,3,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop, WFH (Trabajar desde casa)"
11/28/2014 20:48:59,20 - 23,Ciudad Autónoma de Buenos Aires,1 - 3,Menos de un año,SysAdmin,Windows,,,No,,6500,4,"Capacitaciones y/o cursos, Viajes"
11/28/2014 20:57:52,25 - 27,Ciudad Autónoma de Buenos Aires,1 - 3,Menos de un año,Developer,,jQuery,,No,,22000,3,"Horarios flexibles, WFH (Trabajar desde casa)"
11/28/2014 21:21:55,45 - 50,Ciudad Autónoma de Buenos Aires,10+,6 - 10,SysAdmin,"Linux, Windows",,,No,,18000,4,Horarios flexibles
11/28/2014 21:17:03,23 - 25,La Pampa,1 - 3,2 - 4,Developer,,"CSS, HTML, Java, jQuery, PHP, Groovy/Grails",,No,,11800,3,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop"
11/28/2014 21:41:56,27 - 30,Buenos Aires,3 - 5,4 -6,SysAdmin,"AIX, Linux, Solaris, Windows",,,"Sí, activa",700,9500,3,"Capacitaciones y/o cursos, Laptop, WFH (Trabajar desde casa)"
11/28/2014 21:42:14,30 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,2 - 4,Infosec,,,,No,,17470,4,"Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas, etc, Laptop, WFH (Trabajar desde casa)"
11/28/2014 21:47:26,18 - 20,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,Developer,,"HTML, Ruby",,No,,6400,4,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, etc, Laptop, WFH (Trabajar desde casa)"
11/28/2014 21:49:04,27 - 30,Santa Fe,1 - 3,2 - 4,Developer,,Java,,No,,12600,2,Horarios flexibles
11/28/2014 22:12:48,27 - 30,Ciudad Autónoma de Buenos Aires,7 - 10,Menos de un año,Otro,,,,No,,17554,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/28/2014 22:19:22,20 - 23,Ciudad Autónoma de Buenos Aires,3 - 5,4 -6,SysAdmin,"Linux, Windows, """"""Cloud"""""", UNIX",,,No,,20000,4,"Abono de celular y/o Internet, Horarios flexibles, Playroom, WFH (Trabajar desde casa)"
11/28/2014 22:27:00,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,1 - 2,Developer,,Java,,No,,14980,4,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc)"
11/28/2014 22:29:36,25 - 27,La Pampa,10+,10+,Otro,,,,No,,10000,5,Ninguna de las anteriores
11/28/2014 22:46:43,27 - 30,Córdoba,Menos de un año,Menos de un año,SysAdmin,Linux,,,No,,14000,2,Horarios flexibles
11/28/2014 22:56:39,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,Menos de un año,Otro,,,,No,,22000,4,"Capacitaciones y/o cursos, Laptop, WFH (Trabajar desde casa)"
