Soy,Tengo,Argentina,Años de experiencia,Años en el puesto actual,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),Bruto o neto?,Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a Enero 2016,Recibís algún tipo de bono,A qué está atado el bono,Tuviste ajustes por inflación este año?,De qué % fue el ajuste?,Cantidad de empleados,Cambiaste de empresa en los últimos 6 meses?,Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,21 - 23,Provincia de Buenos Aires,10+,1 - 2,tecnico en reparación de pc ,,,,,,,,,Full-Time,6000,Neto,1,1,No,No recibo bono,No,0,1-10,No,Desafíos profesionales,Ninguna de las anteriores
Hombre,24 - 26,GBA,3 - 5,4 - 5,Networking,,,,,,No,0,Bruto,Full-Time,20000,Bruto,3,1,Menos de un sueldo,Performance grupal,Dos,35,1001+,No,No cambié de empresa,Abono de celular y/o Internet;Bonos por desempeño;Capacitaciones y/o cursos;Viáticos
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,SysAdmin / DevOps,Windows,,,,,No,0,Bruto,Full-Time,10500,Neto,2,1,No,No recibo bono,Uno,30,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,GBA,5 - 7,1 - 2,Storage / Backup,,,,,,No,0,Bruto,Full-Time,9100,Neto,2,3,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Viáticos
Hombre,50+,GBA,10+,10+,Middleware,,,,,,,,,Full-Time,15000,Neto,3,3,No,No recibo bono,Uno,33,1-10,No,No cambié de empresa,Abono de celular y/o Internet;Comidas pagas/subvencionadas;Laptop;Playroom;Vacaciones flexibles (adicionales a las reglamentarias)
Mujer,24 - 26,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Maestra de grado,,,,,,,,,Part-Time,9500,Bruto,1,2,No,No recibo bono,No,0,51-100,Sí,Salario,Horarios flexibles
Mujer,27 - 30,Provincia de Buenos Aires,5 - 7,6 - 7,Docente,,,,,,,,,Part-Time,5000,Neto,2,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Horarios flexibles
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,10+,Data entry,,,,,,,,,Full-Time,10400,Neto,2,2,No,No recibo bono,Uno,20,11-50,No,No cambié de empresa,Ninguna de las anteriores
Mujer,24 - 26,Ciudad Autónoma de Buenos Aires,1 - 2,Menos de un año,Doc,,,,,,,,,Part-Time,11.4,Neto,4,3,No,No recibo bono,Dos,33,101-200,No,No cambié de empresa,"Capacitaciones y/o cursos;Snacks, golosinas, bebidas, etc"
Mujer,31 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,6 - 7,vigilador,,,,,,,,,Full-Time,12900,Neto,3,3,No,No recibo bono,No,0,51-100,No,No cambié de empresa,Viáticos
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,2 - 3,Adm,,,,,,,,,Full-Time,30000,Neto,2,2,No,No recibo bono,No,0,51-100,No,No cambié de empresa,Clases de idiomas
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8 - 10,3 - 4,Networking,,,,,,"Sí, pasiva",500,Neto,Full-Time,34000,Neto,4,3,No,No recibo bono,Uno,15,201-500,No,No cambié de empresa,Clases de idiomas;Descuentos en gimnasios;Guardería;Horarios flexibles;Sueldo divido en dos pagos por mes;Vacaciones flexibles (adicionales a las reglamentarias);Viáticos
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,3 - 4,SysAdmin / DevOps,Linux;Windows;AWS / Rackspace;VMWare;Cisco Juniper ,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,14000,Neto,3,4,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Abono de celular y/o Internet;Ninguna de las anteriores
Hombre,37 - 40,GBA,10+,1 - 2,Director,,,,,,,,,Full-Time,55000,Neto,3,3,No,No recibo bono,Uno,30,501-1000,Sí,Desafíos profesionales,Abono de celular y/o Internet;Aumento por inflación
Hombre,27 - 30,GBA,3 - 5,4 - 5,Developer,,C;C++;HTML;Javascript;NodeJS;Python,,,,No,0,Bruto,Full-Time,22000,Neto,2,2,No,No recibo bono,Uno,20,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 3,Vendedor,,,,,,,,,Full-Time,10000,Neto,2,2,No,No recibo bono,Más de dos,0,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,GBA,5 - 7,4 - 5,Inspector de obra,,,,,,,,,Part-Time,30000,Neto,3,2,No,No recibo bono,Dos,27,1001+,No,No cambié de empresa,Abono de celular y/o Internet;Comidas pagas/subvencionadas;Vacaciones flexibles (adicionales a las reglamentarias);Viáticos
Hombre,21 - 23,GBA,1 - 2,Menos de un año,SysAdmin / DevOps,Linux;Windows,,,,,No,1000,Bruto,Full-Time,9000,Bruto,1,1,No,No recibo bono,Uno,10,11-50,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación
Hombre,27 - 30,Provincia de Buenos Aires,8 - 10,6 - 7,chofer,,,,,,,,,Full-Time,10000,Neto,1,2,Menos de un sueldo,Performance individual,Uno,10,1-10,Sí,Salario,Comidas pagas/subvencionadas;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8 - 10,Menos de un año,Developer,,HTML;Java;Javascript,,,,No,0,Porcentaje de mi sueldo,Full-Time,49230,Bruto,5,5,Un sueldo,Mix de las anteriores,Uno,15,501-1000,Sí,Mejores beneficios,Capacitaciones y/o cursos;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,2 - 3,Developer,,Objective-C;Swift,,,,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),120000,Bruto,5,3,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Laptop;Viajes al exterior;WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,6 - 7,Developer,,.NET;ActionScript;C;C++;C#;CSS;HTML;Java;Javascript;jQuery;VB *,,,,No,0,Neto,Full-Time,22000,Neto,3,3,De uno a tres sueldos,Performance individual,Dos,20,11-50,No,No cambié de empresa,Aumento por inflación;Bonos por desempeño;Laptop;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)
Hombre,27 - 30,GBA,8 - 10,1 - 2,Vigilador ,,,,,,,,,Full-Time,13000,Neto,3,2,No,No recibo bono,Uno,10,51-100,No,No cambié de empresa,Capacitaciones y/o cursos
Hombre,27 - 30,GBA,3 - 5,2 - 3,Designer,,,,,,,,,Full-Time,20000,Neto,2,3,No,No recibo bono,Más de dos,33,11-50,No,No cambié de empresa,Sueldo divido en dos pagos por mes;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8 - 10,8 - 9,Developer,,.NET;Assembler;C;C++;CSS;HTML;Java;Javascript;jQuery;NodeJS;PHP;Python;R;VB *,,,,No,0,Neto,Full-Time,20000,Neto,2,3,No,No recibo bono,Uno,31,1001+,No,No cambié de empresa,Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias);Viáticos
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,5 - 6,Conserje,,,,,,,,,Full-Time,12000,Neto,3,2,No,No recibo bono,Más de dos,48,1-10,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,24 - 26,GBA,3 - 5,3 - 4,administración,,,,,,,,,Full-Time,11400,Neto,3,3,No,No recibo bono,Uno,10,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,5 - 6,PM,,,,,,,,,Full-Time,56000,Bruto,4,4,No,No recibo bono,Uno,23,11-50,No,No cambié de empresa,"Aumento por inflación;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;WFH (Trabajar desde casa)"
Hombre,37 - 40,Provincia de Buenos Aires,8 - 10,9 - 10,SysAdmin / DevOps,AIX;Linux;Solaris;VMWare,,,,,"Sí, activa",3000,Bruto,Full-Time,22000,Bruto,1,1,Menos de un sueldo,Performance de la compañía,Uno,15,1001+,No,No cambié de empresa,Laptop;WFH (Trabajar desde casa)
Mujer,24 - 26,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,Digital producer,,,,,,,,,Full-Time,12000,Neto,2,3,Un sueldo,Performance individual,No,0,1001+,Sí,Desafíos profesionales,"Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Horarios flexibles;Laptop;Home office"
Mujer,50+,Ciudad Autónoma de Buenos Aires,10+,10+,Designer,,,,,,,,,Full-Time,25000,Bruto,1,1,Menos de un sueldo,Mix de las anteriores,No,0,1001+,No,No cambié de empresa,Abono de celular y/o Internet;Clases de idiomas;Descuentos en gimnasios;Horarios flexibles
Hombre,24 - 26,Provincia de Buenos Aires,1 - 2,1 - 2,administrativo,,,,,,,,,Full-Time,10700,Neto,2,1,No,No recibo bono,Uno,31,501-1000,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,GBA,10+,10+,Ventas,,,,,,,,,Full-Time,14000,Neto,2,1,No,No recibo bono,Uno,25,201-500,No,No cambié de empresa,Bonos por desempeño;Capacitaciones y/o cursos;Horarios flexibles
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,SysAdmin / DevOps,as400,,,,,No,0,Bruto,Full-Time,21000,Neto,3,3,No,No recibo bono,Uno,33,11-50,Sí,Desafíos profesionales,Aumento por inflación
Hombre,46 - 49,Provincia de Buenos Aires,10+,10+,SysAdmin / DevOps,Linux;Windows;Docker / Containers,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,28000,Neto,4,4,No,No recibo bono,Dos,27,201-500,No,No cambié de empresa,Capacitaciones y/o cursos;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,8 - 10,5 - 6,SysAdmin / DevOps,Linux;Windows;VMWare,,,,,No,0,Neto,Full-Time,18000,Neto,3,3,No,No recibo bono,Uno,34,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,Menos de un año,HelpDesk,,,,,,No,0,Neto,Full-Time,12450,Neto,1,2,No,No recibo bono,Uno,15,101-200,No,No cambié de empresa,Laptop;Vacaciones flexibles (adicionales a las reglamentarias)
Mujer,34 - 36,Ciudad Autónoma de Buenos Aires,8 - 10,5 - 6,Analista sr,,,,,,,,,Full-Time,24000,Neto,1,1,No,No recibo bono,No,0,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1 - 2,Menos de un año,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,12500,Neto,3,3,No,No recibo bono,Uno,17,101-200,Sí,Salario,Abono de celular y/o Internet;Aumento por inflación;Comidas pagas/subvencionadas;Descuentos en gimnasios
Hombre,24 - 26,GBA,3 - 5,1 - 2,Team leader,,,,,,,,,Full-Time,17000,Neto,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,35,11-50,No,No cambié de empresa,Bonos por desempeño;Comidas pagas/subvencionadas;Horarios flexibles;Laptop;WFH (Trabajar desde casa)
Mujer,37 - 40,GBA,3 - 5,4 - 5,HelpDesk,,,,,,No,0,Neto,Part-Time,12000,Bruto,4,2,No,No recibo bono,Uno,28,501-1000,No,No cambié de empresa,Capacitaciones y/o cursos
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,3 - 5,3 - 4,Developer,,Java;Swift,,,,No,0,Bruto,Full-Time,26000,Bruto,3,3,No,No recibo bono,Uno,20,201-500,No,No cambié de empresa,"Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Horarios flexibles;Laptop;Playroom;Snacks, golosinas, bebidas, etc;Viajes al exterior;WFH (Trabajar desde casa)"
Hombre,18 - 20,Ciudad Autónoma de Buenos Aires,1 - 2,Menos de un año,Developer,,.NET;Assembler;C++;C#;CSS;HTML;Javascript;jQuery;PHP;Ruby,,,,No,0,Bruto,Full-Time,18000,Bruto,3,3,Menos de un sueldo,Performance individual,Dos,5,201-500,No,No cambié de empresa,Aumento por inflación;Capacitaciones y/o cursos;Cuota para universidad
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,1 - 2,2 - 3,Consultoria,,,,,,,,,Part-Time,13500,Neto,2,4,No,No recibo bono,Más de dos,40,1-10,No,No cambié de empresa,Horarios flexibles;WFH (Trabajar desde casa)
Hombre,24 - 26,GBA,3 - 5,1 - 2,Analista de impuestos,,,,,,,,,Full-Time,25000,Bruto,4,3,No,No recibo bono,No,0,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,2 - 3,PM,,,,,,,,,Full-Time,26500,Neto,4,4,No,No recibo bono,Uno,22,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,PM,,,,,,,,,Full-Time,27000,Neto,4,3,De uno a tres sueldos,Mix de las anteriores,Uno,15,1001+,No,No cambié de empresa,"Abono de celular y/o Internet;Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Guardería;Horarios flexibles;Laptop;Playroom;Snacks, golosinas, bebidas, etc;Stock options;Viajes al exterior;WFH (Trabajar desde casa)"
Hombre,31 - 33,GBA,10+,Menos de un año,Developer,,Javascript;Scala,,,,No,0,Bruto,Remoto (empresa de otro país),52500,Bruto,4,4,No,No recibo bono,Uno,22,1-10,Sí,Explotadores,Ninguna de las anteriores
Hombre,21 - 23,Provincia de Buenos Aires,1 - 2,1 - 2,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Part-Time,10000,Bruto,3,3,No,No recibo bono,Uno,15,101-200,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,6 - 7,Analista,,,,,,,,,Full-Time,50000,Neto,4,4,No,No recibo bono,Uno,31,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,1 - 2,Developer,,CSS;HTML;Java;Javascript;jQuery,,,,No,0,Porcentaje de mi sueldo,Full-Time,47000,Bruto,2,3,No,No recibo bono,Uno,29,1001+,No,No cambié de empresa,"Aumento por inflación;Descuentos en gimnasios;Snacks, golosinas, bebidas, etc"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,10500,Bruto,3,4,No,No recibo bono,Uno,31.2,501-1000,No,No cambié de empresa,"Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,46 - 49,Ciudad Autónoma de Buenos Aires,8 - 10,3 - 4,SysAdmin / DevOps,Linux;Windows,,,,,No,0,Neto,Part-Time,16000,Neto,2,1,No,No recibo bono,No,0,1-10,No,No cambié de empresa,"Abono de celular y/o Internet;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);Viáticos;WFH (Trabajar desde casa)"
Mujer,21 - 23,GBA,3 - 5,1 - 2,Vendedora ,,,,,,,,,Part-Time,5300,Neto,3,3,No,No recibo bono,Uno,20,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,5 - 6,Odontologo,,,,,,,,,Full-Time,30000,Neto,3,3,No,No recibo bono,Uno,10,11-50,Sí,Salario,Ninguna de las anteriores
Hombre,27 - 30,Río Negro,8 - 10,1 - 2,SysAdmin / DevOps,Linux;Windows;VMWare,,,,,"Sí, pasiva",4000,Neto,Full-Time,18000,Neto,3,4,No,No recibo bono,Uno,20,201-500,No,No cambié de empresa,Aumento por inflación;Horarios flexibles
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,4 - 5,Jefe redes y microinformatica,,,,,,,,,Full-Time,40,Neto,3,2,De uno a tres sueldos,Mix de las anteriores,Uno,30,201-500,No,Desafíos profesionales,Abono de celular y/o Internet;Aumento por inflación;Bonos por desempeño;Descuentos en gimnasios;Laptop
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,1 - 2,Manager,,,,,,,,,Full-Time,65000,Bruto,3,2,De uno a tres sueldos,Mix de las anteriores,No,0,51-100,No,No cambié de empresa,Bonos por desempeño;Comidas pagas/subvencionadas;Laptop
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8 - 10,6 - 7,Developer,,tandem,,,,"Sí, activa",400,Porcentaje de mi sueldo,Full-Time,27400,Neto,3,3,Un sueldo,Performance individual,Uno,20,1001+,No,No cambié de empresa,Aumento por inflación;Bonos por desempeño;Cuota para universidad;Descuentos en gimnasios
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,1 - 2,Menos de un año,Developer,,Javascript;jQuery;PHP;Python,,,,No,0,Porcentaje de mi sueldo,Part-Time,15000,Bruto,5,4,No,No recibo bono,Uno,11,11-50,No,No cambié de empresa,Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8 - 10,8 - 9,gobierno de la ciudad,,,,,,,,,Part-Time,11500,Bruto,2,2,No,No recibo bono,No,0,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,Provincia de Buenos Aires,10+,1 - 2,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,12050,Bruto,2,2,Menos de un sueldo,Performance individual,No,0,11-50,Sí,Salario,"Bonos por desempeño;Comidas pagas/subvencionadas;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc"
Mujer,31 - 33,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Developer,,CSS;HTML;Java;Javascript;jQuery,,,,"Sí, activa",0,Porcentaje de mi sueldo,Full-Time,45200,Bruto,4,4,De uno a tres sueldos,Mix de las anteriores,Uno,20,1001+,Sí,Desafíos profesionales,"Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Horarios flexibles;Snacks, golosinas, bebidas, etc;WFH (Trabajar desde casa)"
Hombre,27 - 30,GBA,3 - 5,1 - 2,Developer,,CSS;HTML;Javascript;jQuery;PHP,,,,No,0,Porcentaje de mi sueldo,Freelance,29000,Bruto,4,2,No,No recibo bono,Uno,30,1-10,No,No cambié de empresa,Horarios flexibles
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,4 - 5,PM,,,,,,,,,Full-Time,16800,Neto,1,1,No,No recibo bono,Uno,20,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,GBA,3 - 5,3 - 4,Maestranza,,,,,,,,,Part-Time,10000,Bruto,3,3,Un sueldo,Bono fin de año,Más de dos,60,501-1000,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,1 - 2,SysAdmin / DevOps,Linux;Windows;VMWare,,,,,No,0,Porcentaje de mi sueldo,Full-Time,16000,Neto,3,1,No,No recibo bono,Uno,35,201-500,No,No cambié de empresa,Comidas pagas/subvencionadas
Hombre,34 - 36,GBA,5 - 7,6 - 7,SysAdmin / DevOps,HP-UX;Linux;Windows;VMWare,,,,,No,0,Neto,Full-Time,17200,Neto,3,2,No,No recibo bono,Uno,15,1001+,No,No cambié de empresa,Horarios flexibles
Hombre,34 - 36,GBA,10+,Menos de un año,Gerente ,,,,,,,,,Full-Time,38000,Bruto,3,3,No,No recibo bono,Uno,25,11-50,Sí,Salario,Abono de celular y/o Internet;Aumento por inflación;Laptop;Viajes al exterior
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,9 - 10,Networking,,,,,,No,0,Bruto,Full-Time,25000,Neto,4,2,De uno a tres sueldos,Mix de las anteriores,Uno,20,201-500,No,No cambié de empresa,"Bonos por desempeño;Capacitaciones y/o cursos;Descuentos en gimnasios;Laptop;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8 - 10,Menos de un año,Developer,,CSS;HTML;Javascript;jQuery,,,,No,0,Porcentaje de mi sueldo,Full-Time,9000,Neto,1,1,No,No recibo bono,No,0,1001+,No,No cambié de empresa,"Clases de idiomas;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Horarios flexibles;WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8 - 10,4 - 5,audiovisual,,,,,,,,,Freelance,12500,Neto,1,1,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Horarios flexibles
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3 - 5,Menos de un año,Lider de equipo de desarrollo,,,,,,,,,Full-Time,49000,Bruto,4,3,No,No recibo bono,Dos,35,101-200,No,No cambié de empresa,Aumento por inflación;Clases de idiomas;Descuentos en gimnasios;Stock options
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,5 - 7,5 - 6,Developer,,Cobol,,,,No,0,Neto,Full-Time,19000,Neto,3,3,No,No recibo bono,Uno,33,1001+,No,No cambié de empresa,Capacitaciones y/o cursos;Clases de idiomas;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8 - 10,6 - 7,Developer,,.NET;C#;CSS;HTML;Javascript;jQuery,,,,"Sí, activa",0,Porcentaje de mi sueldo,Full-Time,35000,Bruto,4,3,No,No recibo bono,Uno,10,501-1000,Sí,Salario,"Aumento por inflación;Bonos por desempeño;Snacks, golosinas, bebidas, etc"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8 - 10,3 - 4,PM,,,,,,,,,Full-Time,45000,Bruto,3,2,No,No recibo bono,Uno,30,101-200,No,No cambié de empresa,"Aumento por inflación;Capacitaciones y/o cursos;Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Horarios flexibles;Laptop;Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,2 - 3,Storage / Backup,,,,,,"Sí, pasiva",0,Bruto,Full-Time,36000,Bruto,3,2,Un sueldo,Performance individual,Dos,20,1001+,No,No cambié de empresa,"Abono de celular y/o Internet;Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Laptop;Snacks, golosinas, bebidas, etc"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8 - 10,5 - 6,BI,,,,,,,,,Part-Time,21400,Neto,1,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Aumento por inflación;Capacitaciones y/o cursos;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)
Hombre,24 - 26,GBA,5 - 7,2 - 3,Networking,,,,,,No,0,Bruto,Full-Time,23000,Bruto,3,3,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Abono de celular y/o Internet;Capacitaciones y/o cursos
Hombre,27 - 30,Provincia de Buenos Aires,5 - 7,3 - 4,salud,,,,,,,,,Freelance,11700,Bruto,2,2,No,No recibo bono,Uno,20,501-1000,No,No cambié de empresa,Capacitaciones y/o cursos
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8 - 10,3 - 4,Networking,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,51000,Bruto,3,2,Un sueldo,Mix de las anteriores,No,0,501-1000,No,No cambié de empresa,Aumento por inflación;Bonos por desempeño;Clases de idiomas;Descuentos en gimnasios;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior
Hombre,37 - 40,GBA,8 - 10,6 - 7,Developer,,.NET;PHP;VB *,,,,No,0,Bruto,Full-Time,8000,Bruto,5,5,No,No recibo bono,No,0,501-1000,No,No cambié de empresa,Ninguna de las anteriores
Mujer,24 - 26,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 3,Developer,,PHP,,,,No,0,Porcentaje de mi sueldo,Full-Time,19000,Neto,1,1,No,No recibo bono,Uno,32,101-200,No,No cambié de empresa,Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,6 - 7,Developer,,.NET;C#;Javascript;jQuery;NodeJS;Angular,,,,No,0,Porcentaje de mi sueldo,Full-Time,37000,Bruto,3,3,No,No recibo bono,Uno,15,501-1000,No,No cambié de empresa,"Capacitaciones y/o cursos;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);WFH (Trabajar desde casa)"
