Soy,Tengo,Argentina,Años de experiencia,Años en el puesto actual,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),Bruto o neto?,Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a Enero 2016,Recibís algún tipo de bono,A qué está atado el bono,Tuviste ajustes por inflación este año?,De qué % fue el ajuste?,Cantidad de empleados,Cambiaste de empresa en los últimos 6 meses?,Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8 - 10,2 - 3,Infraestructura,,,,,,,,,Full-Time,17800,Neto,2,2,No,No recibo bono,Uno,10,51-100,No,No cambié de empresa,"Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc)"
Hombre,24 - 26,Provincia de Buenos Aires,Menos de un año,Menos de un año,Developer,,CSS;HTML;Java;Javascript;jQuery;NodeJS,,,,No,0,Bruto,Full-Time,16000,Neto,4,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Clases de idiomas
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,Menos de un año,Networking,,,,,,No,0,Neto,Full-Time,12000,Neto,2,2,No,No recibo bono,Uno,20,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3 - 5,Menos de un año,Developer,,CSS;HTML;Java;Tapestry,,,,No,0,Bruto,Full-Time,23000,Bruto,4,4,No,No recibo bono,No,0,1-10,Sí,Salario,"Aumento por inflación;Horarios flexibles;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,27 - 30,Córdoba,8 - 10,4 - 5,Designer,,,,,,,,,Freelance,8500,Bruto,1,2,No,No recibo bono,Más de dos,20,1-10,No,No cambié de empresa,WFH (Trabajar desde casa)
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,1 - 2,Developer,,.NET;C#;CSS;HTML;Javascript;jQuery,,,,No,0,Porcentaje de mi sueldo,Full-Time,24000,Neto,3,3,No,No recibo bono,Dos,31,101-200,No,No cambié de empresa,"Aumento por inflación;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Laptop;Playroom;Snacks, golosinas, bebidas, etc"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Developer,,CSS;HTML;Javascript;jQuery;NodeJS;PHP,,,,"Sí, pasiva",0,Bruto,Full-Time,20498,Bruto,4,5,No,No recibo bono,Uno,10,11-50,Sí,Salario,"Capacitaciones y/o cursos;Comidas pagas/subvencionadas;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8 - 10,5 - 6,Analista Funcional,,,,,,,,,Full-Time,20000,Bruto,3,2,No,No recibo bono,No,0,51-100,Sí,Salario,Clases de idiomas
Hombre,21 - 23,Santa Fe,1 - 2,1 - 2,Developer,,C#;HTML;Python;Delphi,,,,No,0,Neto,Part-Time,6048,Neto,3,3,No,No recibo bono,Uno,20,11-50,No,No cambié de empresa,Obra social
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8 - 10,Menos de un año,Middleware,,,,,,,,,Full-Time,32000,Bruto,3,2,No,No recibo bono,No,0,1-10,Sí,Salario,Abono de celular y/o Internet;Aumento por inflación;Capacitaciones y/o cursos;Laptop
Mujer,41 - 45,Ciudad Autónoma de Buenos Aires,10+,1 - 2,PM,,,,,,,,,Full-Time,21000,Bruto,2,1,No,No recibo bono,Uno,10,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8 - 10,4 - 5,Developer,,Java,,,,No,0,Porcentaje de mi sueldo,Full-Time,23800,Neto,4,3,Menos de un sueldo,Performance individual,No,0,501-1000,No,No cambié de empresa,Aumento por inflación;Bonos por desempeño;Clases de idiomas;Descuentos en gimnasios;Horarios flexibles;Laptop;WFH (Trabajar desde casa)
Hombre,27 - 30,Santa Fe,8 - 10,3 - 4,Proyectos,,,,,,,,,Full-Time,13500,Neto,2,1,No,No recibo bono,Uno,20,11-50,No,No cambié de empresa,Comidas pagas/subvencionadas
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,5 - 6,PM,,,,,,,,,Full-Time,36000,Bruto,3,2,Un sueldo,Performance individual,Uno,30,1001+,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación;Bonos por desempeño;Comidas pagas/subvencionadas;Descuentos en gimnasios;WFH (Trabajar desde casa)
Hombre,Menos de 18 años,Chubut,1 - 2,1 - 2,Designer,,,,,,,,,Part-Time,900,Bruto,3,1,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Sueldo divido en dos pagos por mes;WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,5 - 6,Networking,,,,,,"Sí, activa",4000,Neto,Full-Time,14000,Neto,2,2,No,No recibo bono,Uno,31,1001+,No,No cambié de empresa,Laptop
Hombre,27 - 30,GBA,3 - 5,3 - 4,SysAdmin / DevOps,Windows;VMWare;Citrix,,,,,No,0,Bruto,Full-Time,20000,Bruto,3,2,No,No recibo bono,Uno,24,1001+,No,No cambié de empresa,"Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Horarios flexibles;Laptop;WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,SysAdmin / DevOps,Linux;Solaris;Windows;VMWare,,,,,No,10,Porcentaje de mi sueldo,Full-Time,16000,Neto,1,1,No,No recibo bono,Uno,12,101-200,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación;Laptop;Viajes al exterior
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 3,Developer,,CSS;HTML;Java;Javascript;jQuery,,,,No,0,Bruto,Full-Time,15702,Neto,1,1,No,No recibo bono,Uno,20,1001+,No,No cambié de empresa,Descuentos en gimnasios
Hombre,34 - 36,Santa Fe,5 - 7,7 - 8,Developer,,.NET;PlSql,,,,No,0,Porcentaje de mi sueldo,Full-Time,22000,Neto,3,4,No,No recibo bono,No,0,201-500,No,No cambié de empresa,Nada
Hombre,21 - 23,Santa Fe,1 - 2,1 - 2,SysAdmin / DevOps,HP-UX,,,,,No,0,Porcentaje de mi sueldo,Full-Time,14000,Bruto,4,2,No,No recibo bono,Dos,15,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Córdoba,10+,3 - 4,Coordinador SysAdmin,,,,,,,,,Full-Time,36000,Bruto,2,2,Un sueldo,Performance de la compañía,Uno,33,1001+,No,No cambié de empresa,Aumento por inflación;Capacitaciones y/o cursos
Hombre,27 - 30,Mendoza,10+,1 - 2,SysAdmin / DevOps,Linux;Windows;VMWare,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,13000,Neto,3,2,No,No recibo bono,No,0,51-100,No,No cambié de empresa,Abono de celular y/o Internet;Horarios flexibles;Laptop;Sueldo divido en dos pagos por mes;Viáticos
Mujer,24 - 26,Provincia de Buenos Aires,3 - 5,2 - 3,Soporte/BI/DBA,,,,,,,,,Full-Time,15000,Neto,2,2,Menos de un sueldo,Bono por pertenecia,Dos,25,1001+,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Descuentos en gimnasios;Guardería;Horarios flexibles;Laptop;WFH (Trabajar desde casa)
Hombre,24 - 26,Córdoba,1 - 2,Menos de un año,Developer,,.NET;C#;HTML;Javascript;jQuery,,,,No,0,Bruto,Full-Time,17000,Bruto,3,2,No,No recibo bono,Uno,20,51-100,Sí,Mayor comodidad,"Aumento por inflación;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,24 - 26,GBA,5 - 7,3 - 4,Tecnico Electronico,,,,,,,,,Full-Time,12500,Neto,1,1,No,No recibo bono,Uno,20,51-100,No,No cambié de empresa,Laptop
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,8 - 10,3 - 4,Consultor SAP ,,,,,,,,,Freelance,45000,Neto,4,3,No,No recibo bono,Dos,35,1001+,Sí,Desafíos profesionales,Ninguna de las anteriores
Hombre,31 - 33,Córdoba,5 - 7,5 - 6,Developer,,ABAP,,,,"Sí, activa",800,Neto,Full-Time,12500,Bruto,1,1,Menos de un sueldo,Performance de la compañía,Uno,20,101-200,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,Santa Fe,8 - 10,2 - 3,PM,,,,,,,,,Full-Time,30000,Neto,3,4,No,No recibo bono,Uno,38,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,Designer,,,,,,,,,Full-Time,16000,Bruto,1,1,No,No recibo bono,No,0,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 3,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,12000,Neto,3,2,No,No recibo bono,Uno,20,11-50,No,No cambié de empresa,Ninguna de las anteriores
Mujer,31 - 33,Santa Fe,5 - 7,6 - 7,Developer,,Progress,,,,No,0,Porcentaje de mi sueldo,Part-Time,27062.91,Bruto,4,2,No,No recibo bono,Dos,16,51-100,No,No cambié de empresa,"Capacitaciones y/o cursos;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,24 - 26,Tucumán,5 - 7,Menos de un año,Developer,,CSS;HTML;Javascript;jQuery;NodeJS;Ruby,,,,No,0,Bruto,Remoto (empresa de otro país),12000,Bruto,1,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Horarios flexibles;WFH (Trabajar desde casa)
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,HelpDesk,,,,,,No,0,Neto,Full-Time,12000,Neto,3,4,No,No recibo bono,No,0,1001+,No,No cambié de empresa,"Cuota para universidad;Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc)"
Hombre,31 - 33,GBA,10+,10+,PM,,,,,,,,,Freelance,31000,Bruto,4,4,3+ sueldos,Performance grupal,Uno,15,11-50,No,No cambié de empresa,Abono de celular y/o Internet;Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Horarios flexibles;Laptop;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,27 - 30,GBA,5 - 7,2 - 3,Developer,,Java,,,,No,0,Porcentaje de mi sueldo,Full-Time,28000,Bruto,3,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Comidas pagas/subvencionadas
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,HelpDesk,,,,,,No,0,Bruto,Full-Time,11500,Neto,1,1,No,No recibo bono,Uno,26,1001+,No,No cambié de empresa,"Clases de idiomas;Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);WFH (Trabajar desde casa)"
Hombre,27 - 30,Córdoba,1 - 2,2 - 3,Developer,,.NET;ABAP,,,,"Sí, activa",800,Neto,Full-Time,12364,Neto,2,2,Menos de un sueldo,SINDICATO,Uno,35,51-100,No,No cambié de empresa,Horarios flexibles;WFH (Trabajar desde casa)
Hombre,21 - 23,Córdoba,1 - 2,1 - 2,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,9000,Neto,4,3,No,No recibo bono,No,0,101-200,No,No cambié de empresa,"Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc)"
Hombre,50+,Ciudad Autónoma de Buenos Aires,10+,10+,SysAdmin / DevOps,Linux;Windows,,,,,No,0,Neto,Part-Time,10000,Neto,2,2,No,No recibo bono,No,25,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,7 - 8,DBA,,,,,Universe,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,24000,Bruto,3,3,No,No recibo bono,Dos,20,201-500,No,No cambié de empresa,Aumento por inflación
Hombre,31 - 33,Provincia de Buenos Aires,3 - 5,4 - 5,Developer,,CSS;HTML;Java;Javascript;jQuery;PHP,,,,No,0,Bruto,Freelance,6800,Neto,1,1,No,No recibo bono,Uno,20,1-10,No,No cambié de empresa,Capacitaciones y/o cursos;Laptop
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,5 - 6,Developer,,Siebel,,,,No,0,Neto,Full-Time,41000,Bruto,4,4,De uno a tres sueldos,Mix de las anteriores,Uno,33,501-1000,No,No cambié de empresa,Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Cuota para universidad;Descuentos en gimnasios;Horarios flexibles;WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,Menos de un año,Developer,,Javascript;NodeJS,,,,No,0,Bruto,Freelance,30000,Neto,4,4,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,Provincia de Buenos Aires,10+,4 - 5,Developer,,CSS;HTML;Java;jQuery,,,,"Sí, pasiva",500,Bruto,Full-Time,30200,Bruto,2,3,Un sueldo,Mix de las anteriores,Uno,22,101-200,No,No cambié de empresa,Clases de idiomas;Horarios flexibles
Hombre,50+,Córdoba,10+,10+,Developer,,HTML;Javascript;jQuery;PHP,,,,No,0,Neto,Freelance,18000,Neto,4,4,No,No recibo bono,Uno,30,101-200,No,No cambié de empresa,Aumento por inflación;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8 - 10,Menos de un año,SysAdmin / DevOps,Linux;Windows,,,,,No,26000,Neto,Full-Time,26000,Neto,4,4,No,No recibo bono,No,0,101-200,No,No cambié de empresa,Aumento por inflación;Capacitaciones y/o cursos;Comidas pagas/subvencionadas
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,HelpDesk,,,,,,"Sí, pasiva",800,Neto,Full-Time,10400,Neto,3,2,No,No recibo bono,Uno,20,101-200,No,No cambié de empresa,"Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,10+,Networking,,,,,,"Sí, pasiva",5000,Neto,Full-Time,12500,Neto,2,2,Menos de un sueldo,Mix de las anteriores,Uno,29,1-10,No,No cambié de empresa,Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Comidas pagas/subvencionadas;Laptop;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior;Viáticos
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,DBA,,,,,MSSQL,No,0,Neto,Full-Time,11300,Neto,4,3,No,No recibo bono,Uno,23,11-50,Sí,Salario,Aumento por inflación
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,QA / Tester,,,Funcional,"TestLink, JIRA",,,,,Full-Time,13000,Bruto,2,2,No,No recibo bono,Uno,18,1001+,No,No cambié de empresa,Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Descuentos en gimnasios;Playroom
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,3 - 4,Developer,,HTML;Javascript;jQuery;NodeJS;PHP,,,,No,0,Bruto,Full-Time,30700,Bruto,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,30,1001+,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Descuentos en gimnasios;Laptop
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,2 - 3,Infosec,,,,,,"Sí, activa",0,Bruto,Full-Time,90000,Bruto,5,5,De uno a tres sueldos,Mix de las anteriores,No,0,1001+,No,No cambié de empresa,"Abono de celular y/o Internet;Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;Stock options;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior;Viáticos;WFH (Trabajar desde casa)"
Hombre,18 - 20,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,HelpDesk,,,,,,"Sí, activa",0,Porcentaje de mi sueldo,Full-Time,12000,Neto,3,2,No,No recibo bono,No,0,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,Developer,,CSS;HTML;Javascript;jQuery,,,,No,0,Porcentaje de mi sueldo,Full-Time,15600,Neto,4,3,No,No recibo bono,Uno,20,11-50,No,No cambié de empresa,Capacitaciones y/o cursos;WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,4 - 5,Tech Support,,,,,,,,,Full-Time,27000,Bruto,5,5,De uno a tres sueldos,Mix de las anteriores,Dos,25,1001+,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación;Bonos por desempeño;Descuentos en gimnasios;Horarios flexibles;Laptop;Viajes al exterior
Hombre,27 - 30,Provincia de Buenos Aires,3 - 5,4 - 5,HelpDesk,,,,,,No,0,Neto,Part-Time,9200,Bruto,3,4,Un sueldo,Performance individual,Uno,20,11-50,No,No cambié de empresa,Aumento por inflación;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Horarios flexibles
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Developer,,CSS;HTML;Javascript;jQuery;PHP,,,,No,0,Neto,Freelance,18996,Bruto,4,3,No,No recibo bono,Uno,20,51-100,No,No cambié de empresa,Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 3,Networking,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,21000,Bruto,3,3,Un sueldo,Performance grupal,Uno,30,1001+,No,No cambié de empresa,Aumento por inflación
Hombre,34 - 36,Tucumán,8 - 10,3 - 4,Developer,,PHP,,,,No,0,Bruto,Full-Time,23000,Bruto,3,2,No,No recibo bono,Uno,7,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Entre Ríos,5 - 7,3 - 4,SysAdmin / DevOps,Linux;Windows,,,,,No,0,Porcentaje de mi sueldo,Freelance,20000,Bruto,4,4,Menos de un sueldo,Performance individual,Más de dos,35,1-10,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación;Capacitaciones y/o cursos;Horarios flexibles;Viáticos
Hombre,34 - 36,Provincia de Buenos Aires,10+,6 - 7,SysAdmin / DevOps,Windows;VMWare,,,,,No,0,Bruto,Full-Time,18500,Neto,3,2,No,No recibo bono,Uno,18,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Mendoza,10+,4 - 5,tecnico,,,,,,,,,Full-Time,12000,Neto,3,1,No,No recibo bono,No,0,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Provincia de Buenos Aires,3 - 5,4 - 5,HelpDesk,,,,,,No,0,Bruto,Full-Time,12400,Neto,2,1,No,No recibo bono,No,0,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,10+,Designer,,,,,,,,,Part-Time,32000,Neto,4,3,Menos de un sueldo,Performance individual,No,0,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,21 - 23,Chubut,1 - 2,Menos de un año,SysAdmin / DevOps,Linux;Windows,,,,,No,0,Porcentaje de mi sueldo,Part-Time,9000,Bruto,3,3,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Horarios flexibles;Snacks, golosinas, bebidas, etc"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,4 - 5,SysAdmin / DevOps,Windows;VMWare,,,,,"Sí, pasiva",4500,Porcentaje de mi sueldo,Full-Time,25700,Bruto,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,32,1001+,No,No cambié de empresa,"Abono de celular y/o Internet;Descuentos en gimnasios;Laptop;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,QA / Tester,,,Funcional,HP LoadRunner;Visual Studio Coded UI,,,,,Full-Time,11000,Neto,2,1,Menos de un sueldo,Mix de las anteriores,No,0,1001+,No,No cambié de empresa,"Abono de celular y/o Internet;Clases de idiomas;Comidas pagas/subvencionadas;Cuota para universidad;Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Guardería;Horarios flexibles;Laptop;Playroom;Snacks, golosinas, bebidas, etc;WFH (Trabajar desde casa)"
Hombre,27 - 30,Córdoba,8 - 10,7 - 8,Developer,,ABAP,,,,"Sí, activa",2000,Porcentaje de mi sueldo,Full-Time,35000,Neto,1,1,Menos de un sueldo,Performance individual,Uno,25,501-1000,No,No cambié de empresa,Abono de celular y/o Internet;Descuentos en gimnasios;Horarios flexibles
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,5 - 6,HelpDesk,,,,,,"Sí, pasiva",1000,Neto,Full-Time,12000,Neto,2,2,Menos de un sueldo,Mix de las anteriores,Uno,11,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,GBA,5 - 7,1 - 2,SysAdmin / DevOps,*BSD;Linux;Windows;VMWare,,,,,No,0,Porcentaje de mi sueldo,Full-Time,30000,Bruto,3,3,No,No recibo bono,Dos,40,1001+,No,No cambié de empresa,Abono de celular y/o Internet;Capacitaciones y/o cursos;Horarios flexibles;Laptop;WFH (Trabajar desde casa)
Hombre,46 - 49,Ciudad Autónoma de Buenos Aires,10+,8 - 9,SysAdmin / DevOps,Linux;Windows;Virtual Box,,,,,No,0,Porcentaje de mi sueldo,Full-Time,20100,Neto,3,2,Menos de un sueldo,Mix de las anteriores,Uno,15,51-100,No,No cambié de empresa,Aumento por inflación;Bonos por desempeño;Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,Support it,,,,,,,,,Full-Time,10000,Neto,3,2,No,No recibo bono,Uno,10,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,18 - 20,GBA,1 - 2,1 - 2,Atencion,,,,,,,,,Part-Time,6000,Neto,2,1,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Abono de celular y/o Internet;Cuota para universidad
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,Menos de un año,Developer,,Qlikview,,,,No,0,Bruto,Full-Time,25000,Neto,5,5,No,No recibo bono,No,0,11-50,Sí,Salario,Aumento por inflación;Capacitaciones y/o cursos
Hombre,21 - 23,GBA,1 - 2,Menos de un año,Designer,,,,,,,,,Freelance,12000,Neto,3,2,No,No recibo bono,No,0,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,21 - 23,Tucumán,Menos de un año,Menos de un año,Soporte técnico ,,,,,,,,,Part-Time,6300,Neto,4,5,Menos de un sueldo,Performance individual,No,0,101-200,No,No cambié de empresa,Bonos por desempeño;Capacitaciones y/o cursos;Playroom
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,10+,SysAdmin / DevOps,Windows;VMWare,,,,,No,24000,Bruto,Full-Time,24000,Bruto,3,3,No,No recibo bono,Uno,14,11-50,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,Menos de 18 años,Entre Ríos,Menos de un año,Menos de un año,Developer,,C++;CSS;HTML,,,,No,0,Neto,Freelance,32500,Neto,5,5,No,No recibo bono,No,0,1-10,No,No cambié de empresa,"Abono de celular y/o Internet;Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Horarios flexibles;Laptop;Playroom;Snacks, golosinas, bebidas, etc;Sueldo divido en dos pagos por mes;WFH (Trabajar desde casa)"
Hombre,18 - 20,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,Auditor IT,,,,,,,,,Full-Time,9200,Neto,4,2,No,No recibo bono,No,0,11-50,Sí,Desafíos profesionales,"Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Laptop;Viajes al exterior"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,8000,Bruto,1,1,No,No recibo bono,No,0,201-500,Sí,Cambio de empresa,Ninguna de las anteriores
Mujer,31 - 33,Córdoba,3 - 5,Menos de un año,QA / Tester,,,Mix,HP LoadRunner,,,,,Full-Time,15000,Neto,2,2,No,No recibo bono,Uno,25,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,8 - 10,5 - 6,Developer,,CSS;HTML;Javascript;jQuery,,,,No,0,Porcentaje de mi sueldo,Full-Time,39000,Bruto,4,4,De uno a tres sueldos,Performance de la compañía,Dos,20,51-100,No,No cambié de empresa,"Aumento por inflación;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Guardería;Laptop;Snacks, golosinas, bebidas, etc;WFH (Trabajar desde casa)"
Hombre,24 - 26,GBA,1 - 2,1 - 2,SysAdmin / DevOps,Linux;Windows;VMWare,,,,,No,0,Porcentaje de mi sueldo,Full-Time,18645,Bruto,2,2,No,No recibo bono,Uno,11,1001+,No,No cambié de empresa,"Abono de celular y/o Internet;Aumento por inflación;Capacitaciones y/o cursos;Comidas pagas/subvencionadas;Snacks, golosinas, bebidas, etc;Viáticos;WFH (Trabajar desde casa)"
Mujer,31 - 33,Córdoba,3 - 5,Menos de un año,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,15000,Neto,5,5,No,No recibo bono,No,0,1-10,Sí,Mejores beneficios,mejor sueldo
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,QA / Tester,,,Automation,Selenium,,,,,Full-Time,9222,Neto,4,3,De uno a tres sueldos,otro trabajo,No,0,51-100,No,No cambié de empresa,"Aumento por inflación;Capacitaciones y/o cursos;Horarios flexibles;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)"
Hombre,27 - 30,GBA,5 - 7,5 - 6,SysAdmin / DevOps,AIX;Solaris,,,,,"Sí, activa",30,Bruto,Full-Time,12000,Bruto,2,2,No,No recibo bono,Uno,17,1001+,No,No cambié de empresa,Capacitaciones y/o cursos;Cuota para universidad;Horarios flexibles;Laptop;WFH (Trabajar desde casa)
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,3 - 5,Menos de un año,Developer,,Java,,,,"Sí, pasiva",200,Bruto,Full-Time,30000,Bruto,4,2,No,No recibo bono,Uno,20,1001+,Sí,Salario,Clases de idiomas;Cuota para universidad;Descuentos en gimnasios
Hombre,24 - 26,Santa Fe,1 - 2,1 - 2,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,11000,Neto,2,2,No,No recibo bono,Dos,10,1-10,No,No cambié de empresa,WFH (Trabajar desde casa)
